Geneid gene_name HFD_1 HFD_2 HFD_3 LFD_1 LFD_2 LFD_3
ENSMUSG00000099970.2 Rhoay-ps2 0 0 0 0 0 0
ENSMUSG00000099660.2 Gm2316 0 0 0 0 0 0
ENSMUSG00000096520.8 Gm3376 0 0 0.2 0 0 0.2
ENSMUSG00000101016.2 Gm2325 0 0 0 0 0 0
ENSMUSG00000100360.2 Gm28649 0 0 0 0 0 0
ENSMUSG00000099838.2 Gm8521 0 0 0 0 0 0
ENSMUSG00000100132.2 Gm18177 0 0 0 0 0 0
ENSMUSG00000101030.2 Gm28429 0 0 0 0 0 0
ENSMUSG00000100641.2 Gm28413 0 0 0 0 0 0
ENSMUSG00000101145.2 Gm28412 0 0 0 0 0 0
ENSMUSG00000100656.2 Gm8525 0 0 0 0 0 0
ENSMUSG00000100082.2 Gm28414 0 0 0 0 0 0
ENSMUSG00000101712.2 Gm28648 0 0 0 0 0 0
ENSMUSG00000101558.2 Gm28647 0 0 0 0 0 0
ENSMUSG00000100753.2 Gm29435 0 0 0 0 0 0
ENSMUSG00000101499.2 Vmn2r-ps139 0 0 0 0 0 0
ENSMUSG00000101108.2 Gm29038 0 0 0 0 0 0
ENSMUSG00000100300.2 Gm28191 0 0 0 0 0 0
ENSMUSG00000100683.2 Gm28186 0 0 0 0 0 0
ENSMUSG00000121459.1 Gm21064 0 0 0 0 0 0
ENSMUSG00000102088.8 Gm21064 0 0 0 0 0 0
ENSMUSG00000099514.2 Gm28241 0 0 0 0 0 0
ENSMUSG00000100446.2 Gm28242 0 0 0 0 0 0
ENSMUSG00000102680.2 Gm37222 0 0 0 0 0 0
ENSMUSG00000099684.8 4921509O09Rik 0 0 0 0 0 0
ENSMUSG00000121460.1 ENSMUSG00000121460 0 0 0 0 0 0
ENSMUSG00000100984.2 Gm28357 0 0 0 0 0 0
ENSMUSG00000100137.2 Gm29352 0 0 0 0 0 0
ENSMUSG00000100958.2 Gm29351 0 0 0 0 0 0
ENSMUSG00000099575.2 Gm29350 0 0 0 0 0 0
ENSMUSG00000100597.2 Gm29349 0 0 0 0 0 0
ENSMUSG00000099410.2 Gm29355 0 0 0 0 0 0
ENSMUSG00000093927.3 Gm20918 0 0 0 0 0 0
ENSMUSG00000101212.2 Gm29354 0 0 0 0 0 0
ENSMUSG00000101041.2 Gm29353 0 0 0 0 0 0
ENSMUSG00000118417.2 Gm50460 0 0 0 0 0 0
ENSMUSG00000095693.2 Gm21820 0 0 0 0 0 0
ENSMUSG00000101611.2 Gm29357 0 0 0 0 0 0
ENSMUSG00000101769.2 Gm29356 0 0 0 0 0 0
ENSMUSG00000100792.2 Gm29161 0 0 0 0 0 0
ENSMUSG00000099766.2 Gm28767 0 0 0 0 0 0
ENSMUSG00000099726.2 Gm29160 0 0 0 0 0 0
ENSMUSG00000101576.2 Gm20915 0 0 0 0 0 0
ENSMUSG00000102115.2 Gm28766 0 0 0 0 0 0
ENSMUSG00000102102.2 Gm29159 0 0 0 0 0 0
ENSMUSG00002075850.1 Gm54349 0 0 0 0 0 0
ENSMUSG00000099761.2 Gm29158 0 0 0 0 0 0
ENSMUSG00000096706.4 Gm21854 0 0 0 0 0 0
ENSMUSG00000101805.2 Gm28768 0 0 0 0 0 0
ENSMUSG00000101380.2 Gm28769 0 0 0 0 0 0
ENSMUSG00000096268.3 Gm20914 0 0 0 0 0 0
ENSMUSG00000100634.2 Gm28171 0 0 0 0 0 0
ENSMUSG00000100056.2 Gm28173 0 0 0 0 0 0
ENSMUSG00000102338.2 Gm37236 0 0 0 0 0 0
ENSMUSG00000101291.2 Gm29194 0 0.2 0 0 0 0
ENSMUSG00000096036.4 Gm21778 0 0 0 0 0 0
ENSMUSG00000102042.2 Gm29195 0 0 0 0 0 0
ENSMUSG00000100878.2 Gm29196 0 0 0 0 0 0
ENSMUSG00000099721.2 Gm28435 0 0 0 0 0 0
ENSMUSG00000101619.2 Gm28436 0 0 0 0 0 0
ENSMUSG00000100710.2 Gm29197 0 0 0 0 0 0
ENSMUSG00000100292.2 Gm29198 0 0 0 0 0 0
ENSMUSG00000101081.2 Gm29193 0 0 0 0 0 0
ENSMUSG00000099815.2 Gm28430 0 0 0 0 0 0
ENSMUSG00000118404.2 Gm21746 0 0 0 0 0 0
ENSMUSG00000101525.2 Gm28593 0.2 0 0 0 0 0
ENSMUSG00000095148.3 Gm20873 0 0 0 0 0 0
ENSMUSG00000101707.2 Gm28916 0 0 0 0 0 0
ENSMUSG00000100275.2 Gm28915 0 0 0 0 0 0
ENSMUSG00000100472.2 Gm28918 0 0 0 0 0 0
ENSMUSG00000100289.2 Gm28917 0 0 0 0 0 0
ENSMUSG00000101243.2 Gm28919 0 0 0 0 0 0
ENSMUSG00000079806.4 Gm21719 0 0 0 0 0 0
ENSMUSG00000100479.2 Gm28921 0 0 0 0 0 0
ENSMUSG00000099352.2 Gm28920 0 0 0 0 0 0
ENSMUSG00000101388.2 Gm28444 1 0 0 0 0 0
ENSMUSG00000101055.2 Gm28443 0 0 0 0 0 0
ENSMUSG00000096686.3 Gm20830 0 0 0 0 0 0
ENSMUSG00000099505.2 Gm28442 0 0 0 0 0 0
ENSMUSG00000100161.2 Gm28445 0 0 0 0 0 0
ENSMUSG00000102039.2 Gm20788 0 0 0 0 0 0
ENSMUSG00000101913.2 Gm28999 0 0 0 0 0 0
ENSMUSG00000094484.4 Gm21244 0.8 1.6 0.8 2.2 1 2.4
ENSMUSG00000101479.2 Gm28997 0 0 0 0 0 0
ENSMUSG00000100939.2 Gm28998 0 0 0 0 0 0
ENSMUSG00000100262.2 Gm28398 0 0 0 0 0 0
ENSMUSG00000100453.2 Gm28397 0 0 0 0 0 0
ENSMUSG00000100858.2 Gm28400 0 0 0 0 0 0
ENSMUSG00000099965.2 Gm28399 0 0 0 0 0 0
ENSMUSG00000100948.2 Gm28395 0.2 0.2 0 0 0 0
ENSMUSG00000118447.2 Gm21788 0 0 0 0 0 0
ENSMUSG00000100961.2 Gm28394 0 0 0 0 0 0
ENSMUSG00000100806.2 Gm28396 0 0 0 0 0 0
ENSMUSG00000101521.2 Gm28393 0 0 0 0 0 0
ENSMUSG00000094081.3 Gm20826 1.8 3.8 1.8 5.6 4.6 4.6
ENSMUSG00000101181.3 Vmn2r-ps149 0 0 0 0 0 0
ENSMUSG00000100645.2 Gm28576 0 0 0 0 0 0
ENSMUSG00000100124.2 Gm28575 0 0 0 0 0 0
ENSMUSG00000101956.2 Gm28574 0 0 0 0 0 0
ENSMUSG00000101351.2 Gm28573 0 0 0 0 0 0
ENSMUSG00000100412.2 Gm28572 0 0 0 0 0 0
ENSMUSG00000102026.2 Gm28571 0 0 0 0 0 0
ENSMUSG00000099800.2 Gm28570 0 0 0 0 0 0
ENSMUSG00000099861.2 Gm29049 0 0 0 0 0 0
ENSMUSG00000095324.3 Gm20825 0 0 0 0 0 0
ENSMUSG00000101616.2 Gm29047 0 0 0 0 0 0
ENSMUSG00000121461.1 ENSMUSG00000121461 0 0 0 0 0 0
ENSMUSG00000100312.3 Gm29048 0 0 0 0 0 0
ENSMUSG00000100258.2 Gm29045 0 0 0 0 0 0
ENSMUSG00000101229.2 Gm29046 0 0 0 0 0 0
ENSMUSG00000101456.2 Gm29043 0 0 0 0 0 0
ENSMUSG00000100421.2 Gm29044 0 0 0 0 0 0
ENSMUSG00000103618.2 Gm37951 0 0 0 0 0 0
ENSMUSG00000101928.2 Gm20824 0 0 0 0 0 0
ENSMUSG00000100239.2 Gm28146 0 0 0 0 0 0
ENSMUSG00000100460.2 Gm28145 0 0 0 0 0 0
ENSMUSG00000101331.2 Gm28148 0 0 0 0 0 0
ENSMUSG00000101366.2 Gm28147 0 0 0 0 0 0
ENSMUSG00000101142.2 Gm28142 0 0 0 0 0 0
ENSMUSG00000100047.2 Gm28141 0 0 0 0 0 0
ENSMUSG00000101858.2 Gm28144 0 0 0 0 0 0
ENSMUSG00000100933.2 Gm28143 0 0 0 0 0 0
ENSMUSG00000100804.2 Gm28150 0 0 0 0 0 0
ENSMUSG00000101672.2 Gm28149 0 0 0 0 0 0
ENSMUSG00000099929.2 Gm28098 0 0 0 0 0 0
ENSMUSG00000099939.2 Gm28330 0 0 0 0 0 0
ENSMUSG00000100491.2 Gm28331 0 0 0 0 0 0
ENSMUSG00000099566.2 Gm28099 0 0 0 0 0 0
ENSMUSG00000101053.2 Gm20815 0 0 0 0 0 0
ENSMUSG00000101732.2 Gm28328 0 0 0 0 0 0
ENSMUSG00000101056.2 Gm28329 0 0 0 0 0 0
ENSMUSG00000099904.2 Gm28270 0 0 0 0 0 0
ENSMUSG00000099523.2 Gm28327 0 0 0 0 0 0
ENSMUSG00000100542.2 Gm28097 0 0 0 0 0 0
ENSMUSG00000099956.2 Gm29365 0 0 0 0 0 0
ENSMUSG00000100080.2 Gm29364 0 0 0 0 0 0
ENSMUSG00000101441.2 Gm29363 0 0 0 0 0 0
ENSMUSG00000091077.5 Gm21292 0 0 0 0 0 0
ENSMUSG00000094679.4 Gm21721 0 0 0 0 0 0
ENSMUSG00000100109.2 Gm29366 0 0 0 0 0 0
ENSMUSG00000100848.2 Gm29281 0 0 0 0 0 0
ENSMUSG00000100105.2 Gm29330 0 0 0 0 0 0
ENSMUSG00000101095.2 Gm29329 0 0 0 0 0 0
ENSMUSG00000094773.3 Gm21812 0 0 0 0 0 0
ENSMUSG00000099688.2 Gm29535 0 0 0 0 0 0
ENSMUSG00000101094.2 Gm29533 0 0 0 0 0 0
ENSMUSG00000101647.2 Gm29534 0 0 0 0 0 0
ENSMUSG00000096223.4 Gm21874 0 0 0 0 0 0
ENSMUSG00000101737.2 Gm28849 0 0 0 0 0 0
ENSMUSG00000100752.2 Gm28847 0 0 0 0 0 0
ENSMUSG00000100463.2 Gm28848 0 0 0 0 0 0
ENSMUSG00000101977.2 Gm28846 0 0 0 0 0 0
ENSMUSG00000100661.2 Gm29471 0 0 0 0 0 0
ENSMUSG00000100571.2 Gm29474 0 0 0 0 0 0
ENSMUSG00000100087.2 Gm29475 0 0 0 0 0 0
ENSMUSG00000094556.4 Gm20821 0 0 0 0 0 0
ENSMUSG00000100049.2 Gm28506 0 0 0 0 0 0
ENSMUSG00000100477.2 Gm28507 0 0 0 0 0 0
ENSMUSG00000100800.2 Gm21301 0 0 0 0 0 0
ENSMUSG00000099439.2 Gm29142 0 0 0 0 0 0
ENSMUSG00000095032.3 Gm21310 0 0 0 0 0 0
ENSMUSG00000099372.2 Gm28509 0 0 0 0 0 0
ENSMUSG00000101699.2 Gm28508 0 0 0 0 0 0
ENSMUSG00000095242.3 Gm20834 0 0 0 0 0 0
ENSMUSG00000101396.2 Gm28510 0 0 0 0 0 0
ENSMUSG00000100995.2 Gm29525 0 0 0 0 0 0
ENSMUSG00000100273.2 Gm29526 0 0 0 0 0 0
ENSMUSG00000095950.4 Gm20737 0 0 0 0 0 0
ENSMUSG00000118472.2 Gm21775 0 0 0 0 0 0
ENSMUSG00000118422.2 Gm21900 0 0 0 0 0 0
ENSMUSG00000100369.2 Gm29527 0 0 0 0 0 0
ENSMUSG00000075359.3 Gm20775 166 153 162.5 191 158.5 116.5
ENSMUSG00000099668.2 Gm29522 0 0 0 0 0 0
ENSMUSG00000100731.2 Gm29523 0 0 0 0 0 0
ENSMUSG00000100074.2 Gm29524 0 0 0 0 0 0
ENSMUSG00000099676.2 Gm29528 0 0 0 0 0 0
ENSMUSG00000094813.4 Gm20777 0.2 0 0 0 0 0
ENSMUSG00000099482.2 Gm28955 0.2 0 0 0 0 0
ENSMUSG00000099776.2 Gm28954 0 0 0 0 0 0
ENSMUSG00000100742.2 Gm28953 0 0 0 0 0 0
ENSMUSG00000100730.2 Gm20776 0 0 0 0 0 0
ENSMUSG00000100567.2 Gm28958 0 0 0 0 0 0
ENSMUSG00000094838.3 Gm20828 0 0 0 0 0 0
ENSMUSG00000101319.2 Gm28957 0 0 0 0 0 0
ENSMUSG00000101789.2 Gm28956 0 0 0 0 0 0
ENSMUSG00000100015.2 Gm28952 0 0 0 0 0 0
ENSMUSG00000099572.2 Gm28951 0 0 0 0 0 0
ENSMUSG00000101690.2 Gm28390 0 0 0 0 0 0
ENSMUSG00000101842.2 Gm28391 0 0 0 0 0 0
ENSMUSG00000101871.2 Gm28389 0 0 0 0 0 0
ENSMUSG00000100919.2 Gm28655 0 0 0 0 0 0
ENSMUSG00000101123.2 Gm28654 0 0 0 0 0 0
ENSMUSG00000101276.2 Gm28657 0 0 0 0 0 0
ENSMUSG00000100368.2 Gm28656 0 0 0 0 0 0
ENSMUSG00000100231.3 Gm29554 0.5 0 0 0 0.5 0
ENSMUSG00000101469.2 Gm29556 0 0 0 0 0 0
ENSMUSG00000095508.3 Gm20812 0 0 0 0 0 0
ENSMUSG00000103330.2 Gm35108 0 0 0 0 0 0
ENSMUSG00000104505.6 Gm37739 0 0 0 0 0 0
ENSMUSG00000104468.2 Gm21736 0 0 0 0 0 0
ENSMUSG00000094135.2 Gm21379 0 0 0 0 0 0
ENSMUSG00000103361.2 Gm36928 0 0 0 0 0 0
ENSMUSG00000121535.1 ENSMUSG00000121535 0 0 0 0 0 0
ENSMUSG00000104267.2 Gm20807 0 0 0 0 0 0
ENSMUSG00000103352.2 Gm38084 0 0 0 0 0 0
ENSMUSG00000102335.6 Gm37231 0 0 0 0 0 0
ENSMUSG00000095769.3 Gm21891 0 0 0 0 0.2 0
ENSMUSG00000096820.4 Gm21425 0 0 0 0 0 0
ENSMUSG00000103474.2 Gm37252 0 0 0 0 0 0
ENSMUSG00000095759.3 Gm21828 0 0 0 0 0 0
ENSMUSG00000103468.2 Gm21440 0 0 0 0 0 0
ENSMUSG00000093903.7 Gm21454 0 0 0 0 0 0
ENSMUSG00000103176.2 Gm37147 0 0 0 0 0 0
ENSMUSG00000104522.6 Gm38159 0 0 0 0 0 0
ENSMUSG00000095462.3 Gm21725 0 0 0 0 0 0
ENSMUSG00000102177.6 Gm37870 0 0 0 0 0 0
ENSMUSG00000102346.6 Gm37378 0 0 0 0 0 0
ENSMUSG00000093883.3 Gm21866 0 0 0 0 0 0
ENSMUSG00000095900.4 Gm20773 0 0 0 0 0 0
ENSMUSG00000102174.2 Gm36398 0 0 0 0 0 0
ENSMUSG00000102583.2 Gm37441 0 0 0 0 0 0
ENSMUSG00000104048.2 Gm37561 0 0 0 0 0 0
ENSMUSG00000121534.1 ENSMUSG00000121534 0 0 0 0 0 0
ENSMUSG00000104404.2 Gm36728 0 0 0 0 0 0
ENSMUSG00000121536.1 ENSMUSG00000121536 0 0 0 0 0 0
ENSMUSG00000121537.1 ENSMUSG00000121537 0 0 0 0 0.5 0
ENSMUSG00000102799.2 Gm32295 0 0 0 0 0 0
ENSMUSG00000102613.2 Gm20836 0 0 0 0 0 0
ENSMUSG00000103524.2 Gm37263 0 0 0 0 0 0
ENSMUSG00000094227.2 Gm21767 0 0 0 0 0 0
ENSMUSG00000103681.6 Gm37130 0 0 0 0 0 0
ENSMUSG00000104409.6 Gm37467 0 0 0 0 0 0
ENSMUSG00000104127.2 Gm20928 0 0 0 0 0 0
ENSMUSG00000103872.6 Gm38363 0 0 0 0 0 0
ENSMUSG00000102787.6 Gm30174 0 0 0 0 0 0
ENSMUSG00000104499.6 Gm30353 0 0 0 0 0 0
ENSMUSG00000103431.6 Gm30686 0 0 0 0 0 0
ENSMUSG00000104191.3 Gm30737 0 0 0 0 0 0
ENSMUSG00000102492.2 Gm36987 0 0 0 0 0 0
ENSMUSG00000104260.2 Gm31186 0 0 0 0 0 0
ENSMUSG00000102251.6 Gm37654 0 0 0 0 0 0
ENSMUSG00000102366.2 Gm37044 0 0 0 0 0 0
ENSMUSG00000103909.2 Gm31511 0 0 0 0 0 0
ENSMUSG00000102835.6 Gm37572 0 0 0 0 0 0
ENSMUSG00000103943.6 Gm37344 0 0 0 0 0 0
ENSMUSG00000102624.2 Gm37059 0 0 0 0 0 0
ENSMUSG00000102138.2 Gm31942 0 0 0 0 0 0
ENSMUSG00000102582.2 Gm37440 0 0 0 0 0 0
ENSMUSG00000103666.2 Gm38185 0 0 0 0 0 0
ENSMUSG00000104207.2 Gm37395 0 0 0 0 0 0
ENSMUSG00000102392.6 Gm37577 0 0 0 0 0 0
ENSMUSG00000095172.3 Gm20822 0 0 0 0 0 0
ENSMUSG00000102754.2 Gm38183 0 0 0 0 0 0
ENSMUSG00000103167.2 Gm38149 0 0 0 0 0 0
ENSMUSG00000102387.2 Gm38145 0 0 0 0 0 0
ENSMUSG00000102208.2 Gm32033 0 0 0 0 0 0
ENSMUSG00000102265.2 Gm32447 0 0 0 0 0 0
ENSMUSG00000104490.2 Gm20770 0 0 0 0 0 0
ENSMUSG00000103112.2 Gm38016 0 0 0 0 0 0
ENSMUSG00000103234.2 Gm37158 4.13 3.13 2.2 3.7 3.53 2.2
ENSMUSG00000102288.2 Gm36998 0 0 0 0 0 0
ENSMUSG00000103417.2 Gm33112 0 0 0 0 0 0
ENSMUSG00000094829.3 Gm21809 0 0 0 0 0 0
ENSMUSG00000104510.2 Gm34015 0.5 0 0 0 0 0
ENSMUSG00000095520.3 Gm20877 0 0 0 0 0 0
ENSMUSG00000103602.2 Gm33191 0 0 0 0 0 0
ENSMUSG00000102586.6 Gm38003 0 0 0 0 0 0
ENSMUSG00000121533.1 ENSMUSG00000121533 0 0 0 0 0.2 0
ENSMUSG00000102170.2 Gm20781 0 0 0 0 0 0
ENSMUSG00000095365.4 Rbm31y 0 0 0 0 0 0
ENSMUSG00000102421.2 Gm37325 0 0 0 0 0 0
ENSMUSG00000121531.1 ENSMUSG00000121531 0 0 0 0 0 0
ENSMUSG00000104032.2 Gm20833 0 0 0 0 0 0
ENSMUSG00000102400.2 Gm37865 0 0 0 0 0 0
ENSMUSG00000102520.6 Gm36941 0 0 0 0 0 0
ENSMUSG00000094161.3 Gm21904 0 0 0 0 0 0
ENSMUSG00000102726.2 Gm37937 0.2 0.2 0 0 0 0
ENSMUSG00000102739.2 Gm20772 0 0 0 0 0 0
ENSMUSG00000094325.8 Gm20831 0.2 0 0 0 0 0
ENSMUSG00000103757.2 Gm37286 0 0 0 0 0 0
ENSMUSG00000096819.3 Srsy 0 0 0 0 0 0
ENSMUSG00000103994.2 Gm38028 0.2 0 0 0 0 0
ENSMUSG00000095879.3 Gm21764 0 0 0 0 0 0
ENSMUSG00000095267.3 Ssty1 0.2 0 0 0 0 0
ENSMUSG00000103917.2 Gm38072 0 0 0 0 0 0
ENSMUSG00000104439.2 Gm20851 0 0 0 0 0 0
ENSMUSG00000104446.2 Gm30312 0 0 0 0 0 0
ENSMUSG00000103514.2 Gm37433 0 0 0 0 0 0
ENSMUSG00000102150.2 Gm37473 0 0 0 0 0 0
ENSMUSG00000103782.2 Gm37656 0 0 0 0 0 0
ENSMUSG00000121532.1 ENSMUSG00000121532 0 0 0 0 0.2 0
ENSMUSG00000104050.2 Gm38127 0 0 0 0 0 0
ENSMUSG00000102264.2 Gm30638 0 0 0 0 0 0
ENSMUSG00000103871.2 Gm38361 0 0 0 0 0 0
ENSMUSG00000104356.2 Gm31260 0 0 0 0 0 0
ENSMUSG00000103802.2 Gm21660 0 0 0 0 0 0
ENSMUSG00000104472.2 Gm38209 0 0 0 0 0 0
ENSMUSG00000095927.2 Gm21822 0 0 0 0 0 0
ENSMUSG00000103347.2 Gm37734 0 0 0 0 0 0
ENSMUSG00000104407.6 Gm38013 0 0 0 0 0 0
ENSMUSG00000102290.2 Gm21678 0 0 0 0 0 0
ENSMUSG00000103612.2 Gm37948 0 0 0 0 0 0
ENSMUSG00000102580.2 Gm37442 0 0 0 0 0 0
ENSMUSG00000102273.6 Gm34550 0 0 0 0 0 0
ENSMUSG00000102294.2 Gm37544 0 0 0 0 0 0
ENSMUSG00000103190.6 Gm34716 0 0 0 0 0 0
ENSMUSG00000102867.2 Gm37635 0 0 0 0 0 0
ENSMUSG00000102968.6 Gm35070 0 0 0 0 0 0
ENSMUSG00000103371.3 Gm35134 0 0 0 0 0 0
ENSMUSG00000103489.2 Gm37998 0 0 0 0 0 0
ENSMUSG00000103796.2 Gm38094 0 0 0 0 0 0
ENSMUSG00000102552.2 Gm21763 0 0 0 0 0 0
ENSMUSG00000104426.2 Gm38369 0 0 0 0 0 0
ENSMUSG00000102304.2 Gm35843 0 0 0 0 0 0
ENSMUSG00000102195.6 Gm38168 0 0 0 0 0 0
ENSMUSG00000104506.6 Gm37740 0 0 0 0 0 0
ENSMUSG00002074919.1 Gm54350 0 0 0 0 0 0
ENSMUSG00000102913.2 Gm37723 0 0 0 0 0 0
ENSMUSG00000103664.6 Gm36261 0 0 0 0 0 0
ENSMUSG00000103005.2 Gm37898 0 0 0 0 0 0
ENSMUSG00000103752.6 Gm36467 0 0 0 0 0 0
ENSMUSG00000102551.2 Gm37927 0 0 0 0 0 0
ENSMUSG00000102255.2 Gm36891 0 0 0 0 0 0
ENSMUSG00000103365.2 Gm36929 0 0 0 0 0 0
ENSMUSG00000103829.6 Gm38174 0 0 0 0 0 0
ENSMUSG00000102668.3 Gm29866 0 0 0 0 0 0
ENSMUSG00000104131.6 Gm36950 0 0 0 0 0 0
ENSMUSG00000103023.2 Gm20910 0 0 0 0 0 0
ENSMUSG00000103689.2 Gm30598 0 0 0 0 0 0
ENSMUSG00000094294.3 Gm20909 0 0 0 0 0 0
ENSMUSG00000093848.3 Gm20865 0 0 0 0 0 0
ENSMUSG00000102429.6 Gm37462 0 0 0 0 0 0
ENSMUSG00000102849.2 Gm37658 0 0 0 0 0 0
ENSMUSG00000102513.2 Gm32347 0 0 0 0 0 0
ENSMUSG00000102966.2 Gm31123 0 0 0 0 0 0
ENSMUSG00000104425.6 Gm38370 0 0 0 0 0 0
ENSMUSG00000102146.2 Gm38054 0 0 0 0 0 0
ENSMUSG00000102159.2 Gm37476 0 0 0 0 0 0
ENSMUSG00000102506.2 Gm37369 0 0 0 0 0 0
ENSMUSG00000102826.2 Gm38181 0 0 0 0 0 0
ENSMUSG00000102230.2 Gm31335 0 0 0 0 0 0
ENSMUSG00000104345.6 Gm37690 0 0 0 0 0 0
ENSMUSG00000102262.2 Gm38107 0 0 0 0 0 0
ENSMUSG00000103528.3 Gm31571 0 0 0 0 0 0
ENSMUSG00000102772.6 Gm32114 0 0 0 0 0 0
ENSMUSG00000103425.2 Gm37075 0 0 0 0 0 0
ENSMUSG00000102486.2 Gm37921 0 0 0 0 0 0
ENSMUSG00000103250.2 Gm32180 0 0 0 0 0 0
ENSMUSG00000103077.6 Gm38371 0 0 0 0 0 0
ENSMUSG00000103787.2 Gm37657 0 0 0 0 0 0
ENSMUSG00000103987.2 Gm37448 0 0 0 0 0 0
ENSMUSG00000103063.2 Gm33163 0 0 0 0 0 0
ENSMUSG00000102957.2 Gm21065 0 0 0 0 0 0
ENSMUSG00000103269.2 Gm36978 0 0 0 0 0 0
ENSMUSG00000103954.6 Gm37721 0 0 0 0 0 0
ENSMUSG00000103894.2 Gm37129 0 0.2 0 0 0 0
ENSMUSG00000103795.2 Gm37990 0 0 0 0 0 0
ENSMUSG00000103919.2 Gm21366 0 0 0 0 0 0
ENSMUSG00000103812.6 Gm33954 0 0 0 0 0 0
ENSMUSG00000104259.2 Gm37538 0 0 0 0 0.2 0
ENSMUSG00000102487.2 Gm21871 0 0 0 0 0 0
ENSMUSG00000102847.2 Gm34274 0 0 0 0 0 0
ENSMUSG00000103773.2 Gm34217 0 0 0 0 0 0
ENSMUSG00000102347.2 Gm21469 0 0 0 0 0 0
ENSMUSG00000104480.2 Gm21661 0 0 0 0 0 0
ENSMUSG00000104062.6 Gm37952 0 0 0 0 0 0
ENSMUSG00000103231.2 Gm21907 0 0 0 0 0 0
ENSMUSG00000102318.2 Gm37627 0 0 0 0 0 0
ENSMUSG00000103074.2 Gm20925 0 0 0 0 0 0
ENSMUSG00000102965.2 Gm20926 0 0 0 0 0 0
ENSMUSG00000104289.6 Gm37454 0 0 0 0 0 0
ENSMUSG00000102730.2 Gm38138 0 0 0 0 0 0
ENSMUSG00000102529.2 Gm29740 0 0 0 0 0 0
ENSMUSG00000103589.6 Gm37840 0 0 0 0 0 0
ENSMUSG00000102396.2 Gm37574 0 0 0 0 0 0
ENSMUSG00000104247.2 Gm21768 0 0 0 0 0 0
ENSMUSG00000104255.2 Gm37172 0 0 0 0 0 0
ENSMUSG00000102598.2 Gm35670 0 0 0 0 0 0
ENSMUSG00000102402.2 Gm20840 0 0 0 0 0 0
ENSMUSG00000104228.2 Gm35955 0 0 0 0 0 0
ENSMUSG00000103029.6 Gm37687 0 0 0 0 0 0
ENSMUSG00000102239.2 Gm38296 1 0.2 0 0.2 0 0
ENSMUSG00000103153.2 Gm38290 0 0 0 0 0 0
ENSMUSG00000103086.2 Gm38121 0 0 0 0 0 0
ENSMUSG00000103327.2 Gm36047 0 0 0 0 0 0
ENSMUSG00000104500.6 Gm36345 0 0 0 0 0 0
ENSMUSG00000103236.2 Gm37157 0 0.2 0 0 0 0
ENSMUSG00000102911.2 Gm38017 0 0 0 0 0 0
ENSMUSG00000103008.2 Gm36468 0 0 0 0 0 0
ENSMUSG00000103058.2 Gm21845 0 0 0 0 0 0
ENSMUSG00000093868.3 Gm20809 0 0 0 0 0 0
ENSMUSG00000102350.6 Gm37434 0 0 0 0 0 0
ENSMUSG00000102993.2 Gm37765 0 0 0 0 0 0
ENSMUSG00000103311.2 Gm38229 0 0 0 0 0 0
ENSMUSG00000104070.2 Gm36866 0 0 0 0 0 0
ENSMUSG00000103615.6 Gm30045 0 0 0 0 0 0
ENSMUSG00000094911.2 Gm21921 0 0 0 0 0 0
ENSMUSG00000104431.2 Gm37112 0 0 0 0.2 0 0
ENSMUSG00000103758.2 Gm37287 0 0 0 0 0 0
ENSMUSG00000104146.2 Gm30175 0 0 0 0 0 0
ENSMUSG00000102507.2 Gm21350 0 0 0 0 0 0
ENSMUSG00000102358.2 Gm21412 0 0 0 0 0 0
ENSMUSG00000103977.6 Gm37071 0 0 0 0 0 0
ENSMUSG00000102643.2 Gm37547 0 0 0.2 0 0.2 0
ENSMUSG00000103064.2 Gm36968 0 0 0 0 0 0
ENSMUSG00000102842.2 Gm38035 0 0 0 0 0 0
ENSMUSG00000103714.2 Gm20857 0 0 0 0 0 0
ENSMUSG00000103660.6 Gm30705 0 0 0 0 0 0
ENSMUSG00000094939.2 Gm21773 0 0 0 0 0 0
ENSMUSG00000103982.2 Gm37451 0 0 0 0.2 0 0
ENSMUSG00000102328.2 Gm37793 0 0 0 0 0 0
ENSMUSG00000103487.2 Gm30858 0 0 0 0 0 0
ENSMUSG00000103639.2 Gm21791 0 0 0 0 0 0
ENSMUSG00000104085.2 Gm21427 0 0 0 0 0 0
ENSMUSG00000102576.6 Gm37875 0 0 0 0 0 0
ENSMUSG00000103372.2 Gm37237 0 0 0 0 0 0
ENSMUSG00000102354.2 Gm38350 0 0 0 0 0 0
ENSMUSG00000102906.2 Gm20858 0 0 0 0 0 0
ENSMUSG00000103813.6 Gm31422 0 0 0 0 0 0
ENSMUSG00000104412.2 Gm37798 0.2 0 0 0 0 0
ENSMUSG00000104321.2 Gm37318 0 0 0 0 0 0
ENSMUSG00000103892.2 Gm31572 0 0 0 0 0 0
ENSMUSG00000103969.2 Gm21890 0 0 0 0 0 0
ENSMUSG00000102339.2 Gm21443 0 0 0 0 0 0
ENSMUSG00000102977.6 Gm37346 0 0 0 0 0 0
ENSMUSG00000102547.2 Gm38136 0 0.2 0 0.2 0.2 0
ENSMUSG00000103675.2 Gm37991 0 0 0 0 0 0
ENSMUSG00000103842.2 Gm37808 0 0 0 0 0 0
ENSMUSG00000104024.2 Gm33571 0 0 0 0 0 0
ENSMUSG00000103462.6 Gm32181 0 0 0 0 0 0
