Geneid	gene_name	Foam_1	Foam_2	Foam_3	NonFoam_1	NonFoam_2	NonFoam_3
ENSMUSG00000078139.4	AK157302	309.33	176.08	229.67	234.83	208.92	724.67
ENSMUSG00000079941.3	Cox5b-ps	341.17	317.83	213.50	128.83	230.83	405.83
ENSMUSG00000082396.5	Zfp389	1	0	14	1	0	2
ENSMUSG00000063894.16	Zkscan8	28.50	102	59.50	93	65.75	1
ENSMUSG00000048996.7	Or1f12	0	0	0	4	1	0
ENSMUSG00000054890.3	Or2b7	0	0.20	0	5.40	0.20	0.20
ENSMUSG00000046016.4	Or2w2	0	0	0	6	6	1
ENSMUSG00000051258.6	Or2w4	0	0	0	7	1	0
ENSMUSG00000036658.5	Or2b6	0.20	1.40	0.60	4.40	0.20	0.40
ENSMUSG00000049737.3	Or2w6	0	0	0	2	0	1
ENSMUSG00000108534.3	Or2b2b	0	1	0	0.50	1.50	0
ENSMUSG00000108674.3	Or2b2	0	2	0	2.50	0.50	0
ENSMUSG00000094338.2	H2bc13	134.98	105.77	92.78	33.85	41.05	88.23
ENSMUSG00000071516.3	H2ac13	9.80	3.30	3.80	7.10	5.72	15.17
ENSMUSG00002076515.1	Gm55628	4.10	2.50	2.80	1.50	2.72	5.32
ENSMUSG00000101355.2	H3c10	0.20	1.13	0.40	0.40	0.80	0.60
ENSMUSG00002075904.1	Gm55629	4.20	2.80	2.20	1.40	2.60	6.80
ENSMUSG00000080076.5	H2ac14-ps	8.50	3.80	4.20	2.00	4.80	16.40
ENSMUSG00000114279.2	H2bc14	95.90	72.80	62.70	32.40	28.80	60.77
ENSMUSG00000067455.6	H4c11	10.80	8.20	2.90	6.95	6.40	11.95
ENSMUSG00000064288.5	H4c12	9.60	7.60	3.73	5.40	5.38	12.80
ENSMUSG00000063021.4	H2ac15	5.70	3.00	4.70	0.90	5.73	11.93
ENSMUSG00002075711.1	Gm55630	3.00	1.80	1.60	0.90	2.00	3.70
ENSMUSG00000095217.2	H2bc15	87.80	62.60	55.40	25.00	33.40	47.68
ENSMUSG00000085331.2	Gm11274	13	0	0	0	0	0
ENSMUSG00000058773.3	H1f5	0	11	3	8	0	56
ENSMUSG00000101972.2	H3c11	0.40	0.80	0.20	0.70	0.60	3.63
ENSMUSG00000069309.3	H2ac22	6.30	2.80	4.10	4.00	4.50	14.90
ENSMUSG00002075444.1	Gm55631	5.50	2.60	2.90	1.80	2.50	7.40
ENSMUSG00000069308.8	H2bc22	131.20	102.00	89.10	39.50	39.00	81.50
ENSMUSG00000069307.8	H2bc23	189.13	147.06	144.68	51.95	73.37	119.00
ENSMUSG00000094248.2	H2ac23	11.95	5.83	10.20	4.35	9.19	37.04
ENSMUSG00002075597.1	Gm54450	4.57	4.05	4.25	2.05	3.57	9.12
ENSMUSG00000069306.6	H4c17	17.50	7.90	3.52	5.92	10.10	14.38
ENSMUSG00000069305.4	H4c18	16.80	8.70	4.52	6.87	11.90	18.45
ENSMUSG00000094777.3	H2ac24	11.75	5.90	8.60	4.25	9.57	39.23
ENSMUSG00002076367.1	Gm54452	5.17	4.25	3.25	2.55	2.85	9.70
ENSMUSG00000069303.8	H2bc24	191.25	147.60	146.36	56.70	72.58	116.73
ENSMUSG00000120293.1	ENSMUSG00000120293	0	0	0	0	0	0
ENSMUSG00000080770.2	Gm11278	0	0	0	0	0	0
ENSMUSG00000088148.3	Mir1983	0	0	0	0	0	0
ENSMUSG00000120474.1	ENSMUSG00000120474	0	0	0	2.20	2	0.20
ENSMUSG00000081576.2	Gm11279	0	3	0	1	0	0.50
ENSMUSG00002076138.1	Gm54453	0	0	0	0	0	0
ENSMUSG00000085393.2	Gm11280	0	0	0	0	0	0
ENSMUSG00000006720.17	Zfp184	0	0	0	1	0	0
ENSMUSG00000078917.4	Gm11281	46.80	46.20	33.70	21.80	36.40	59.60
ENSMUSG00000081265.2	Gm11282	0	0	0	2	0	1
ENSMUSG00000016982.7	Pom121l2	0	0	0	1	1	0
ENSMUSG00000006179.10	Prss16	0	0	0	2	1	0
ENSMUSG00000085827.9	Gm11290	0	1	0	5	0	1
ENSMUSG00000043145.8	Gm11292	0	0	0	2	0	0
ENSMUSG00002076329.1	Gm54464	3.80	2.80	3.10	2.65	6.90	19.65
ENSMUSG00000069302.6	H2ac12	10.10	3.60	5.50	3.05	8.90	42.05
ENSMUSG00000062727.5	H2bc12	169.15	101.90	127.00	45.00	56.05	105.80
ENSMUSG00000060639.6	H4c9	43.40	35.67	15.58	29.97	23.73	34.50
ENSMUSG00000069301.6	H2ac11	10.68	4.05	4.15	4.85	11.48	56.55
ENSMUSG00002075113.1	Gm54471	3.70	3.00	2.70	3.65	7.30	19.75
ENSMUSG00000069300.4	H2bc11	185.55	122.50	126.87	51.20	58.98	113.23
ENSMUSG00000114817.2	Gm48356	0	0	1	1	1	0
ENSMUSG00000083873.2	Vmn1r-ps92	0	0	0	0	0	0
ENSMUSG00000082869.2	Vmn1r-ps93	0	0	0	0	0	0
ENSMUSG00000084072.2	Gm11285	37.75	31.62	21.88	16.67	29.16	53.68
ENSMUSG00002075366.1	Gm54475	34.55	30.62	19.88	15.67	28.91	49.28
ENSMUSG00000069299.3	Vmn1r188	0	1.50	0.50	5.50	1	0.90
ENSMUSG00000081334.2	Vmn1r-ps94	0	0	0	0.50	0	0
ENSMUSG00000099611.3	Vmn1r189	0	0	0	0.70	1.20	0.20
ENSMUSG00000081469.2	Vmn1r-ps95	0	0	0	1.50	0	0.50
ENSMUSG00000114620.3	Vmn1r-ps96	0	0.50	0	0	0	0
ENSMUSG00000083167.2	Vmn1r-ps97	0	0	0	1	0	0
ENSMUSG00000089973.4	Vmn1r190-ps	1	0	0	0	0.50	0
ENSMUSG00000083319.2	Gm11284	4.50	2.50	17.50	6	8	2.50
ENSMUSG00000095916.3	Vmn1r191	0	1	1	2.30	0	0.20
ENSMUSG00000083348.2	Vmn1r-ps99	0	0	0	0.50	0	0
ENSMUSG00000099787.4	Vmn1r192	0	0	0	3	4	1
ENSMUSG00002076520.1	Gm54477	0.20	0.20	0	0.20	0.40	0
ENSMUSG00002075763.1	Gm54478	0	0	0	0.40	0.20	0
ENSMUSG00000046932.3	Vmn1r193	0.50	2.53	0.50	6	0	1
ENSMUSG00000069297.2	Vmn1r194	0	0	0	0	0	0
ENSMUSG00000069296.5	Vmn1r195	1	0	0	1	0	2
ENSMUSG00000084038.3	Gm11295	2	0	0.50	8	3	1.50
ENSMUSG00000069295.3	Vmn1r196	0	0	0	1	3.20	0.20
ENSMUSG00000082785.4	Vmn1r-ps100	0	0	0	1	0	1
ENSMUSG00000069294.3	Vmn1r197	0.20	0	0	0.40	0.40	0.20
ENSMUSG00000114499.2	Gm48489	0	0	0	0	0	0
ENSMUSG00000095125.3	Vmn1r198	2	0	0	6	0	5
ENSMUSG00000114666.2	Vmn1r-ps101	0	0	0	1	0	0
ENSMUSG00000069292.5	Vmn1r199	0	0	1	3	2	0.50
ENSMUSG00000081080.2	Vmn1r-ps102	0	0	0	0	0	0.50
ENSMUSG00000101073.3	Vmn1r200	0	0	0	3	0	1
ENSMUSG00000084924.4	Vmn1r-ps103	0	0	0	1	0	0.40
ENSMUSG00000081283.2	Vmn1r-ps104	0	0	0	0	0	0
ENSMUSG00000083940.4	Gm11298	0	0	1	2	0	2
ENSMUSG00000094898.3	Vmn1r201	2.40	0	1	9.10	1	0.20
ENSMUSG00000081717.2	Vmn1r-ps106	0	0	0	1	0	0
ENSMUSG00000080697.2	Vmn1r-ps107	0	0	0	0	0	0
ENSMUSG00000081495.2	Vmn1r-ps108	0	0	0	0	0	0
ENSMUSG00000094379.3	Vmn1r202	1	0	0.40	4.90	1.20	2.20
ENSMUSG00000069289.3	Vmn1r203	3	0.60	0	6.70	3.60	0.50
ENSMUSG00000087688.2	Gm11300	0	0	0	0	0	0.10
ENSMUSG00000094637.3	Vmn1r204	1	0	0	1	0	0
ENSMUSG00000100296.3	Vmn1r205	1	0	0	0	2	0.25
ENSMUSG00000101578.3	Vmn1r206	0	0	0	1.20	0	2.25
ENSMUSG00000081914.2	Vmn1r-ps109	0	0	0	1	0	0
ENSMUSG00000083413.2	Vmn1r-ps110	0	0	0	1	0	0.25
ENSMUSG00000082178.2	Gm11307	22.33	20.50	26.87	16.92	26.15	26.00
ENSMUSG00000083673.4	Vmn1r-ps111	0	0	0	1.50	0	0
ENSMUSG00000085221.3	Gm11309	0	0	1	0	0	0
ENSMUSG00000084136.5	Vmn1r207	0	0	1.50	4.10	0.20	0.25
ENSMUSG00000082540.2	Vmn1r-ps112	0	0	0	1	0	0
ENSMUSG00000081531.2	Vmn1r-ps113	0	0	0	0	1.50	0
ENSMUSG00000080730.2	Gm11313	26.20	32.70	27.45	21.05	25.00	40.50
ENSMUSG00000071493.6	Vmn1r208	0	0	0	2.70	0	0
ENSMUSG00000087643.2	Gm11314	0	0	0	0	0	0
ENSMUSG00000071491.3	Vmn1r209	1	0	0.75	8.20	4	4
ENSMUSG00000061296.3	Vmn1r210	0	0	0	0	3	0
ENSMUSG00000083297.2	Vmn1r-ps114	0	0	0	0	0	0
ENSMUSG00000063998.5	Vmn1r211	0	0	0	1	1	1
ENSMUSG00000082037.2	Vmn1r-ps116	0	0	0	0	0	0
ENSMUSG00000089615.3	Gm23774	0	0	0	1	0	0
ENSMUSG00000071490.6	Vmn1r212	0	0	0	0	0	0
ENSMUSG00000114527.3	Vmn1r-ps117	0	0.50	0	1	0	0
ENSMUSG00000094264.3	Gm11320	0	0	0	1	1	0
ENSMUSG00000082340.2	Gm11321	0	0	0	0	0	0
ENSMUSG00000082268.2	Vmn1r-ps120	0	0.50	0	1	0	0
ENSMUSG00000094485.2	Gm11322	0	0	0	1	1	0
ENSMUSG00000081060.2	Gm11318	0	0	0	0	0	0
ENSMUSG00000079064.3	Vmn1r-ps123	0	0	0	0	0	0
ENSMUSG00000060024.3	Vmn1r213	0	0	1	2	2	0
ENSMUSG00000082656.2	Vmn1r-ps125	0	0	0	0	0	0
ENSMUSG00000061829.5	Vmn1r214	0	0	0	0.40	0.20	2.20
ENSMUSG00000114394.2	Gm19153	0	0	0	0	0	0
ENSMUSG00000083124.2	Vmn1r-ps126	0	0	0	0	1	0
ENSMUSG00000099917.3	Vmn1r215	0	0	1	2	1	0
ENSMUSG00000115697.3	Vmn1r216	0.10	0	0.50	5.50	2.50	1.10
ENSMUSG00000116057.2	Vmn1r216	0	0	0.50	0.50	0	0
ENSMUSG00000080861.2	Gm11325	0	0	0	0	0	0
ENSMUSG00000081912.2	Vmn1r-ps127	0	0	0	0.50	0	0
ENSMUSG00000115791.2	Vmn1r217	0.10	0.50	1	4.50	2.50	0.10
ENSMUSG00000084315.3	Vmn1r-ps128	0	0	0	0	0	0
ENSMUSG00000115020.2	Vmn1r218	1	0.20	0	6.60	1	3.40
ENSMUSG00000061376.3	Vmn1r219	0	3	0	3	1.50	4
ENSMUSG00000096099.3	Vmn1r220	0.20	0.20	0	4.40	2.60	1.20
ENSMUSG00000114699.2	Vmn1r-ps131	0	0.50	0	0	0	0
ENSMUSG00000080794.2	Vmn1r-ps132	0	0	0	3.50	0	0.50
ENSMUSG00000082316.5	Vmn1r221	0	0	0	4.50	3.50	2
ENSMUSG00000114811.2	Vmn1r-ps133	0	0	0	1	0.20	0
ENSMUSG00000061022.6	Vmn1r222	2	0	0	3	0	0
ENSMUSG00000069280.3	Vmn1r223	1	2.50	0.50	3.50	0.50	1.50
ENSMUSG00000082593.2	Gm11331	0	0	0	0.20	0	0
ENSMUSG00000084096.2	Vmn1r-ps135	0	0.20	0	1	0.20	0
ENSMUSG00000085488.2	4930557F10Rik	0	1	1	4	0	0
ENSMUSG00000085122.2	4933404K08Rik	0	0	0	0	0.20	0
ENSMUSG00000080698.2	Gm11333	0	0	0	0	0	0
ENSMUSG00000087097.2	4930586N03Rik	2	4.50	12.50	17	2	0
ENSMUSG00000046351.12	Zfp322a	198	230.15	429	459.20	138	60.20
ENSMUSG00000083667.2	Gm11334	0	0	0.33	0	0	1
ENSMUSG00000036376.4	Abt1	326	264	263	278	209	574
ENSMUSG00000085024.3	C230035I16Rik	6	0	0	1	21	0
ENSMUSG00000113440.2	Gm46404	0	1	0	3	1	0
ENSMUSG00000000706.17	Btn1a1	0	0	0	6	0	0
ENSMUSG00000053216.16	Btn2a2	0	1	0	0	0	0
ENSMUSG00002076655.1	Gm54514	0	0	0	1	0	0
ENSMUSG00000085016.3	Gm11335	0	0	0	3	0	0
ENSMUSG00000060981.8	H4c8	29.10	11.80	6.70	10.35	15.00	28.85
ENSMUSG00000061991.3	H2ac10	6.90	2.23	4.50	1.10	3.53	14.82
ENSMUSG00002076445.1	Gm55640	3.90	1.70	3.50	0.90	1.80	5.90
ENSMUSG00000099517.3	H3c8	0.60	1.33	0.60	1.40	0.40	0.40
ENSMUSG00000114456.2	H2bc9	213.10	158.70	153.75	73.85	75.92	127.20
ENSMUSG00000100210.3	H3c7	0.65	0.80	4.45	0.83	1.10	0.20
ENSMUSG00000069274.4	H4c6	7.63	7.73	5.53	3.00	5.27	15.43
ENSMUSG00000052565.8	H1f3	6.17	8.83	2.83	47.50	5.33	15.33
ENSMUSG00000069273.3	H3c6	0.20	1.00	6.45	0.70	1.20	0.60
ENSMUSG00000069272.7	H2ac8	24.90	7.10	16.20	2.80	23.23	26.63
ENSMUSG00002075675.1	Gm55642	7.20	2.90	4.10	2.60	3.20	6.60
ENSMUSG00000058385.9	H2bc8	293.63	216.66	217.81	81.15	132.98	190.76
ENSMUSG00000069268.5	H2bc7	153.33	102.47	99.72	43.35	48.45	114.08
ENSMUSG00000071478.7	H2ac7	11.10	3.33	5.80	2.30	6.66	17.54
ENSMUSG00002076162.1	Gm55643	4.30	2.60	3.00	1.70	3.52	6.42
ENSMUSG00000099583.3	H3c4	0.40	0.80	16.85	23.40	6.50	0.80
ENSMUSG00000061482.8	H4c4	35.20	34.47	10.52	9.10	63.13	92.30
ENSMUSG00000047246.8	H2bc6	266.30	171.52	196.30	76.35	74.50	134.38
ENSMUSG00000051627.4	H1f4	29.83	3.83	3.00	10	2.83	38.00
ENSMUSG00000080741.4	Gm11398	0.67	0	0.67	0	0	5.67
ENSMUSG00000084753.3	Gm22452	0	0	0	0	0	0
ENSMUSG00000069270.7	H2ac6	17.15	5.15	23.45	3.60	7.75	18.00
ENSMUSG00002075663.1	Gm55645	3	0	2	0	0	0
ENSMUSG00002076196.1	Gm55646	4.00	3.10	3.00	2.00	3.90	5.50
ENSMUSG00000018102.6	H2bc4	2277.53	1723.06	1613.38	585.15	650.92	1363.00
ENSMUSG00000036211.5	H1f6	0	0	4	2	0	0
ENSMUSG00000060678.6	H4c3	22.80	25.40	18.13	26.20	20.98	69.40
ENSMUSG00000006611.16	Hfe	1951.20	1518.90	2034.67	1447.43	1719.43	1976.15
ENSMUSG00000083206.2	Gm11338	0	0	0	2	0	0
ENSMUSG00000036181.3	H1f2	573.67	900.33	389.83	288.50	365.83	744.33
ENSMUSG00000069310.5	H3c3	0.85	0.60	0.60	0.73	1.20	1.63
ENSMUSG00000080999.2	H2ac5-ps	6.87	3.10	2.90	1.50	3.10	8.20
ENSMUSG00002076299.1	Gm54517	6.27	2.90	2.70	1.50	3.10	7.00
ENSMUSG00000075031.5	H2bc3	94.40	79.00	67.20	23.40	29.00	56.80
ENSMUSG00000061615.3	H2ac4	8.60	4.50	4.40	1.50	4.22	11.02
ENSMUSG00002076907.1	Gm54518	4.60	3.50	2.60	1.50	2.82	5.62
ENSMUSG00000069267.3	H3c2	1.45	1.20	0.65	0.73	0.60	1.00
ENSMUSG00000075029.8	4930558J22Rik	3.98	3.82	1.32	4.02	3.46	5.97
ENSMUSG00000069266.6	H4c2	5.38	4.62	2.52	3.22	3.46	8.97
ENSMUSG00000060093.7	H4c1	7.80	7.60	3.53	6.00	6.18	11.00
ENSMUSG00000069265.3	H3c1	1.85	3.13	0.60	0.20	0.40	1.13
ENSMUSG00000049539.4	H1f1	6	0	0	0	0	1
ENSMUSG00000064140.4	Trim38	0	0	0	0	1	0
ENSMUSG00000087173.2	Gm11337	0	0	0	0	0	0
ENSMUSG00000036110.15	Slc17a2	0	0	0	1	0	2
ENSMUSG00000120481.1	ENSMUSG00000120481	0	1	0	0	0	0
ENSMUSG00000036083.16	Slc17a3	0	0	0	5	3	2
ENSMUSG00000021335.14	Slc17a1	0	0	0	0	1	0
ENSMUSG00000021336.18	Slc17a4	1	1	0	4	4	4
ENSMUSG00000082558.2	Snrp1c-ps2	0	0	0	0	0	0
ENSMUSG00000050799.4	H2bc1	106.10	83.35	74.60	27.65	31.67	67.18
ENSMUSG00000060081.2	H2ac1	0.10	0	0	0.10	0	0
ENSMUSG00002075403.1	Gm54556	0.10	0	0	0.10	0	0
ENSMUSG00000021337.9	Scgn	2	0	0	3	2	0
ENSMUSG00000087603.2	Gm11339	1	0	0	0	2	0
ENSMUSG00000021338.18	Carmil1	44	124	36	113	142	142
ENSMUSG00000081707.2	Gm11343	0	0	1	1	0	1
ENSMUSG00000083409.2	Gm11340	0	0	0	0	0	0
ENSMUSG00000089580.3	Gm23340	0	0	0	1	0	0
ENSMUSG00000081909.2	Gm11341	0	0	0	0	0	0
ENSMUSG00000118631.3	Gm53019	0.25	0	0	0.20	0.40	0.20
ENSMUSG00000016756.18	Cmah	3.20	2.23	39.60	121.60	117.87	132.03
ENSMUSG00000084788.3	Gm11342	0	0	0	1	2	1
ENSMUSG00000083165.2	Gm11344	0	0	0	0	0	2
ENSMUSG00000089413.3	Gm22013	0	0	0	0	0	0
ENSMUSG00000036006.21	Ripor2	0.20	7.20	0.20	8.80	7.40	12.20
ENSMUSG00000085603.4	Gm11346	0	2	0.20	2.50	3.20	0.20
ENSMUSG00000085861.2	Armh2	0	0	0	0	1	0
ENSMUSG00000006715.12	Gmnn	961.50	926.50	776.50	574	895	950.50
ENSMUSG00000120886.1	ENSMUSG00000120886	26	18.50	19	19	26	25
ENSMUSG00000019132.12	BC005537	3175.40	4489.70	3950.50	2816.80	3150	4626
ENSMUSG00000064811.3	Gm22358	0	6.67	0	0.75	0	0
ENSMUSG00000006717.8	Acot13	2387	2229	1558	1150	1047	1993
ENSMUSG00000035958.4	Tdp2	144	211	56	58	165	131
ENSMUSG00000006711.16	D130043K22Rik	0	1	0	5	2	1
ENSMUSG00000086796.3	4932702P03Rik	0.40	0	2	3	4.70	2.70
ENSMUSG00000035936.7	Aldh5a1	0	2	0	20	2.50	2.50
ENSMUSG00000086448.2	9330162012Rik	2	0	1	9	3	1
ENSMUSG00000021340.14	Gpld1	15.50	3.50	0	10	2	1.50
ENSMUSG00000021339.5	Mrs2	73.50	61.50	82	51	118	66.50
ENSMUSG00000114228.2	Gm47605	0	0	0	0.20	0	0
ENSMUSG00000035910.16	Dcdc2a	1	0.20	0.20	4	1	0
ENSMUSG00000082667.2	Gm11348	0	0	0	0	0	0
ENSMUSG00000048978.15	Nrsn1	1	0	0	9	2	1
ENSMUSG00000114427.2	F830002E08Rik	0	1	0	3	0	0
ENSMUSG00000083919.2	Tpi-rs8	0	0	0	0	0	0
ENSMUSG00000080840.2	Gm11349	45.03	31.83	34.50	40.17	47.00	70.17
ENSMUSG00000082161.2	Gm11350	0	0	1	0	0	0
ENSMUSG00000086531.3	Gm11351	0	1	0	0.20	0	0
ENSMUSG00000084358.2	Gm11352	0	0	0	1	0	0
ENSMUSG00000084811.3	1700092E19Rik	0	0	0	3	2	0
ENSMUSG00000114660.2	Gm47881	0	0	0	0	0	0
ENSMUSG00000060198.8	Gm11353	506.19	457.06	364.38	271.63	344.80	760.42
ENSMUSG00000114225.2	Gm47883	1	0	0	0	0	0
ENSMUSG00000045835.6	Hdgfl1	0	0	0	0	0	0
ENSMUSG00000114342.2	4921520N01Rik	0	0	0	3	0	1
ENSMUSG00000081653.2	Gm11354	0.33	0	0	0	0	1
ENSMUSG00000082236.2	Gm11355	0	1	0	0	0	1
ENSMUSG00000114646.2	Gm47888	0	0	0	1	0	0
ENSMUSG00000021342.15	Prl	0	0	0	1	0	0
ENSMUSG00000057170.7	Prl3d1	0	0	0	0.33	0	0
ENSMUSG00000062737.14	Prl3d2	0	0	0	0.33	0	1
ENSMUSG00000062201.5	Prl3d3	0	0	0	1.33	0	0
ENSMUSG00000017922.15	Prl3c1	0	1	0	1	0	0
ENSMUSG00000038891.4	Prl3b1	0	0	0	2	0	0
ENSMUSG00000038883.4	Prl3a1	0	0	0	1	0	1
ENSMUSG00000086698.2	4930511O05Rik	0	0	0	0	0	0
ENSMUSG00000118612.2	Gm53000	0	0	0	0	0	0
ENSMUSG00000083096.3	Gm11356	0	0	0	0	0	0
ENSMUSG00000069259.11	Prl6a1	0	0	0	0.50	0	0
ENSMUSG00000089749.2	Gm11357	0	0	0	0.50	0	0
ENSMUSG00000082306.3	Gm11358	0	0	0	0	0	0
ENSMUSG00000018259.14	Prl8a2	0	0	0	0	0	0
ENSMUSG00000069258.11	Prl2b1	0	0	0	0	0	0
ENSMUSG00000021345.17	Prl8a6	0	0	0	0	0	0
ENSMUSG00000021346.15	Prl8a8	0	0	0	2	0	0
ENSMUSG00000006490.4	Prl8a9	0	0	1	1	0	0
ENSMUSG00000019756.11	Prl8a1	0.20	0	0	0.20	0.20	0.40
ENSMUSG00000021347.4	Prl7b1	0	0	0	2	0	0
ENSMUSG00000006488.18	Prl7a1	0	0	0	0	2	1
ENSMUSG00000046899.8	Prl7a2	0	0	0	0	0	0
ENSMUSG00000083946.2	Gm11359	0	1	0	0	0	0
ENSMUSG00000021348.4	Prl7d1	0	1	0	3	0	2
ENSMUSG00000060738.5	Prl7c1	0	0	0	0	0.33	0
ENSMUSG00000022886.6	Prl2a1	0	0	0	0	0	1
ENSMUSG00000062551.14	Prl2c1	0	0	0	1.08	0.25	0
ENSMUSG00002075635.1	Gm22476	0	0	0	0	0	0
ENSMUSG00000113672.2	Gm34165	0	0	0	2.25	0	0
ENSMUSG00000113281.2	Gm11360	0	0	0	0	0	0
ENSMUSG00000113916.3	Gm18881	0	0	0	1	0	0
ENSMUSG00000005891.8	Prl4a1	0	0	0	0	1	0
ENSMUSG00000114182.2	Gm47019	0	0	0	2	0	0
ENSMUSG00000017064.5	Prl5a1	0	0	0	0	0	0
ENSMUSG00000113061.2	Rps18-ps5	2334.33	1864.77	1430.89	1418.07	2000.67	3511.16
ENSMUSG00000113418.2	Gm47172	0	0	0	1	0	0
ENSMUSG00000113216.3	Gm40841	8	0.20	33	0.40	20.40	5.20
ENSMUSG00000085936.9	2610307P16Rik	0	0	7	8	1	0
ENSMUSG00000086785.2	Gm6081	0	0	0	0	0	0
ENSMUSG00000099158.3	Mir6368	0	0	0	0	0	1
ENSMUSG00000092093.2	Gm17528	0	0	0	0	0	0
ENSMUSG00000082861.4	Gm11362	139.30	95.65	91.65	61.60	102.20	160.28
ENSMUSG00000113352.2	Gm34639	0	1	0	0	0	0
ENSMUSG00000076431.5	Sox4	22	30	43	59	72	120
ENSMUSG00000086363.9	A330102I10Rik	0	0	0	9.20	3.20	4.33
ENSMUSG00000082730.3	Gm11363	3.60	5.60	4.00	1.40	4.80	8.70
ENSMUSG00000006191.18	Cdkal1	326	284	349	304.20	545	614.20
ENSMUSG00000086423.2	Gm11364	0	0	0	1	0	0
ENSMUSG00000016477.19	E2f3	21	82	28	106	68	63
ENSMUSG00000086893.2	Gm11365	0	0	0	4	0	0
ENSMUSG00000085188.2	Gm11368	0	1	0	2	0	0
ENSMUSG00000113366.2	Gm47259	0.20	0	0	1	0	3.70
ENSMUSG00000083676.3	Gm11367	97.00	85.00	71.17	65.83	66.75	119.58
ENSMUSG00000038732.16	Mboat1	36	39	8	30	72	23
ENSMUSG00000084669.3	Gm23206	0	0	0	2	0	0
ENSMUSG00000082648.2	Gm11366	0	0	0	0	0	0
ENSMUSG00000049115.16	Agtr1a	0	0	0	0	1	1
ENSMUSG00000113424.2	Gm48161	4.60	4.60	6.40	7.40	5.00	10.40
ENSMUSG00000083882.2	Gm11369	0	0	0	0	0	0
ENSMUSG00000038462.4	Uqcrfs1	448	244	350	292	353	549
ENSMUSG00000086263.2	4930519D14Rik	0	0	0	0	0	0
ENSMUSG00000069255.14	Dusp22	678.20	432	410	358.60	636.83	606
ENSMUSG00000081905.2	Gm11370	0	0	0	0	0	0
ENSMUSG00000021356.11	Irf4	0	1	0	3	3	26
ENSMUSG00000113515.2	Gm29675	0	1	0	1	10	1
ENSMUSG00000021357.15	Exoc2	460	726	498	729	592	626
ENSMUSG00000076430.2	Hus1b	1	0	0	1	0	0
ENSMUSG00000056257.4	Gm5447	12	0	1	6	3	0
ENSMUSG00000082014.3	Gm11371	0	0	0	0	0	0
ENSMUSG00000114161.2	Gm48662	0	0	0	1	3.20	0
ENSMUSG00000084175.2	Gm11372	0	0	0	2	0	0
ENSMUSG00000087460.3	4930401O12Rik	0	0	0	0	1	0
ENSMUSG00000087662.3	Gm11373	0.20	0.20	0	1.40	0.40	1.20
ENSMUSG00000085620.3	G630018N14Rik	0	1	2	4	3	1
ENSMUSG00000088693.3	Gm22330	0	0	0	1	0	0
ENSMUSG00000087140.3	Gm11376	0	1	0	0	0	0
ENSMUSG00000089052.4	Gm23351	0	0	0	0	0	0
ENSMUSG00000090863.2	A530084C06Rik	0	0.50	0	3	0.50	1.50
ENSMUSG00000038415.11	Foxq1	0	0.50	0	9	0.50	3.50
ENSMUSG00000087220.2	Gm11377	0	1	0	1	4	2
ENSMUSG00000038408.16	1700018A04Rik	0	0	3	14	3	3
ENSMUSG00000087276.2	Gm11378	0	0	0	0	1	0
ENSMUSG00000038402.3	Foxf2	1	0	0	4.50	3	1
ENSMUSG00002075827.1	Gm54768	0	0	0	0.50	0	0
ENSMUSG00000120009.1	ENSMUSG00000120009	1	0	0	2	0	2
ENSMUSG00000065843.3	Gm25186	0	0	0	0	0	0
ENSMUSG00000086144.3	Gm11379	0	0	0	4	0	0
ENSMUSG00000050295.5	Foxc1	1	0	4	14	1	5
ENSMUSG00000038372.15	Gmds	74.50	118.50	56	116.50	41.50	274.50
ENSMUSG00000120974.1	ENSMUSG00000120974	4.50	10.50	3	7	2.50	20
ENSMUSG00000113119.2	Gm48883	0	1	0	0	0	0
ENSMUSG00000083149.3	Gm11380	2.30	0.80	1.05	0.80	0.80	3.00
ENSMUSG00000113935.2	Gm35732	0	0	0	0	0	0
ENSMUSG00000112944.2	Gm48885	6	0	0	2	27	22
ENSMUSG00000113965.2	A730091E23Rik	0	0	0	8	0	0
ENSMUSG00000085770.2	Gm11381	0	0	0	1	0	0
ENSMUSG00000113449.2	Gm48073	0	0	1	3	0	0
ENSMUSG00000118652.2	Gm54771	0	0	0	0	0	1
ENSMUSG00000044951.18	Mylk4	1	2	0	2	3.20	1.20
ENSMUSG00002074895.1	Gm54772	0	0	0	0	0	0
ENSMUSG00000042874.3	D930007J09Rik	0	0	0	1	0	1
ENSMUSG00000021400.9	Wrnip1	23	50	24	30	36	69
ENSMUSG00000044734.17	Serpinb1a	142.50	39.67	67.83	97.33	121.33	575.50
ENSMUSG00000081433.2	Serpinb1-ps1	11	9.50	7.50	1.50	5.50	6
ENSMUSG00000079049.10	Serpinb1c	449.00	372.67	427.33	162.33	303.33	380.50
ENSMUSG00000074973.5	Gm11382	66	44	48.50	18	34	61.50
ENSMUSG00000042842.12	Serpinb6b	601	299.50	242	319	382.50	525.50
ENSMUSG00000114185.2	Gm47662	0	0	0	5	1	0
ENSMUSG00000045827.11	Serpinb9	193	154.50	322	235	140	300.50
ENSMUSG00000021403.4	Serpinb9b	382.50	497.75	810.50	129	5.50	149.25
ENSMUSG00000113726.2	Gm36099	37	45.25	75.50	10	0.50	18.75
